example_id                                                      | status  | run_time        |
./spec/decorators/challenge_decorator_spec.rb[1:3:1]            | passed  | 0.00027 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:3:2:1]          | passed  | 0.00021 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:4:1]            | passed  | 0.00022 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:4:2:1]          | passed  | 0.00019 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:5:1]            | passed  | 0.00021 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:5:2:1]          | passed  | 0.00023 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:6:1]            | passed  | 0.00022 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:7:1]            | passed  | 0.01245 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:7:2:1]          | passed  | 0.00038 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:8:1]            | passed  | 0.00022 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:8:2:1]          | passed  | 0.0002 seconds  |
./spec/decorators/challenge_decorator_spec.rb[1:9:1]            | passed  | 0.00024 seconds |
./spec/decorators/challenge_decorator_spec.rb[1:10:1]           | passed  | 0.00023 seconds |
./spec/decorators/order_decorator_spec.rb[1:1:1]                | passed  | 0.00039 seconds |
./spec/decorators/order_decorator_spec.rb[1:1:2:1]              | passed  | 0.00023 seconds |
./spec/decorators/order_decorator_spec.rb[1:2:1]                | passed  | 0.00026 seconds |
./spec/decorators/order_decorator_spec.rb[1:3:1:1]              | passed  | 0.0002 seconds  |
./spec/decorators/order_decorator_spec.rb[1:3:2:1]              | passed  | 0.00021 seconds |
./spec/decorators/order_decorator_spec.rb[1:3:3:1]              | passed  | 0.00021 seconds |
./spec/decorators/order_decorator_spec.rb[1:3:4:1]              | passed  | 0.00021 seconds |
./spec/decorators/order_decorator_spec.rb[1:3:5:1]              | passed  | 0.00021 seconds |
./spec/decorators/order_decorator_spec.rb[1:4:1]                | passed  | 0.00021 seconds |
./spec/decorators/order_decorator_spec.rb[1:5:1]                | passed  | 0.00022 seconds |
./spec/decorators/order_decorator_spec.rb[1:5:2:1]              | passed  | 0.00024 seconds |
./spec/decorators/order_decorator_spec.rb[1:6:1]                | passed  | 0.00245 seconds |
./spec/decorators/order_decorator_spec.rb[1:7:1]                | passed  | 0.0002 seconds  |
./spec/decorators/order_decorator_spec.rb[1:7:2:1]              | passed  | 0.00019 seconds |
./spec/decorators/order_decorator_spec.rb[1:8:1]                | passed  | 0.00022 seconds |
./spec/decorators/order_decorator_spec.rb[1:9:1]                | passed  | 0.00031 seconds |
./spec/decorators/order_decorator_spec.rb[1:10:1]               | passed  | 0.00026 seconds |
./spec/decorators/order_decorator_spec.rb[1:11:1]               | passed  | 0.00023 seconds |
./spec/decorators/order_decorator_spec.rb[1:12:1]               | passed  | 0.00405 seconds |
./spec/decorators/reward_decorator_spec.rb[1:1:1:1]             | passed  | 0.0002 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:1:2:1]             | passed  | 0.00023 seconds |
./spec/decorators/reward_decorator_spec.rb[1:2:1:1]             | passed  | 0.00019 seconds |
./spec/decorators/reward_decorator_spec.rb[1:2:2:1]             | passed  | 0.00018 seconds |
./spec/decorators/reward_decorator_spec.rb[1:3:1:1]             | passed  | 0.00019 seconds |
./spec/decorators/reward_decorator_spec.rb[1:3:2:1]             | passed  | 0.0002 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:3:3:1]             | passed  | 0.00021 seconds |
./spec/decorators/reward_decorator_spec.rb[1:4:1:1]             | passed  | 0.00022 seconds |
./spec/decorators/reward_decorator_spec.rb[1:4:2:1]             | passed  | 0.0004 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:4:3:1]             | passed  | 0.00022 seconds |
./spec/decorators/reward_decorator_spec.rb[1:4:4:1]             | passed  | 0.00022 seconds |
./spec/decorators/reward_decorator_spec.rb[1:5:1]               | passed  | 0.0002 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:6:1]               | passed  | 0.00021 seconds |
./spec/decorators/reward_decorator_spec.rb[1:6:2:1]             | passed  | 0.00019 seconds |
./spec/decorators/reward_decorator_spec.rb[1:7:1]               | passed  | 0.00021 seconds |
./spec/decorators/reward_decorator_spec.rb[1:8:1]               | passed  | 0.00023 seconds |
./spec/decorators/reward_decorator_spec.rb[1:9:1]               | passed  | 0.0012 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:9:2]               | passed  | 0.00038 seconds |
./spec/decorators/reward_decorator_spec.rb[1:9:3:1]             | passed  | 0.0002 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:9:4:1]             | passed  | 0.00021 seconds |
./spec/decorators/reward_decorator_spec.rb[1:10:1:1]            | passed  | 0.0002 seconds  |
./spec/decorators/reward_decorator_spec.rb[1:10:2:1]            | passed  | 0.00022 seconds |
./spec/decorators/setting_decorator_spec.rb[1:1:1]              | passed  | 0.00562 seconds |
./spec/decorators/setting_decorator_spec.rb[1:1:2]              | passed  | 0.00027 seconds |
./spec/decorators/setting_decorator_spec.rb[1:2:1:1]            | passed  | 0.00033 seconds |
./spec/decorators/setting_decorator_spec.rb[1:2:2:1]            | passed  | 0.00023 seconds |
./spec/decorators/setting_decorator_spec.rb[1:2:3:1]            | passed  | 0.00023 seconds |
./spec/decorators/setting_decorator_spec.rb[1:2:4:1]            | passed  | 0.00042 seconds |
./spec/decorators/setting_decorator_spec.rb[1:2:5:1]            | passed  | 0.00024 seconds |
./spec/decorators/setting_decorator_spec.rb[1:2:6:1]            | passed  | 0.00024 seconds |
./spec/decorators/setting_decorator_spec.rb[1:3:1:1]            | passed  | 0.00021 seconds |
./spec/decorators/setting_decorator_spec.rb[1:3:2:1]            | passed  | 0.00022 seconds |
./spec/decorators/setting_decorator_spec.rb[1:3:3:1]            | passed  | 0.00019 seconds |
./spec/decorators/setting_decorator_spec.rb[1:3:4:1]            | passed  | 0.00024 seconds |
./spec/decorators/setting_decorator_spec.rb[1:3:5:1]            | passed  | 0.00018 seconds |
./spec/decorators/setting_decorator_spec.rb[1:4:1]              | passed  | 0.00023 seconds |
./spec/decorators/setting_decorator_spec.rb[1:4:2]              | passed  | 0.00021 seconds |
./spec/decorators/user_decorator_spec.rb[1:1:1]                 | passed  | 0.00024 seconds |
./spec/decorators/user_decorator_spec.rb[1:2:1]                 | passed  | 0.00025 seconds |
./spec/decorators/user_decorator_spec.rb[1:3:1]                 | passed  | 0.00019 seconds |
./spec/decorators/user_decorator_spec.rb[1:4:1:1]               | passed  | 0.00019 seconds |
./spec/decorators/user_decorator_spec.rb[1:4:2:1]               | passed  | 0.00018 seconds |
./spec/decorators/user_decorator_spec.rb[1:5:1:1]               | passed  | 0.0002 seconds  |
./spec/decorators/user_decorator_spec.rb[1:5:2:1]               | passed  | 0.00019 seconds |
./spec/decorators/user_decorator_spec.rb[1:6:1:1]               | passed  | 0.0002 seconds  |
./spec/decorators/user_decorator_spec.rb[1:6:2:1]               | passed  | 0.00019 seconds |
./spec/decorators/user_decorator_spec.rb[1:7:1]                 | passed  | 0.00023 seconds |
./spec/decorators/user_decorator_spec.rb[1:7:2:1]               | passed  | 0.0002 seconds  |
./spec/decorators/user_decorator_spec.rb[1:8:1]                 | passed  | 0.00025 seconds |
./spec/features/attempts/company_reviews_attempts_spec.rb[1:1]  | pending | 0.05137 seconds |
./spec/features/attempts/company_reviews_attempts_spec.rb[1:2]  | pending | 0.05079 seconds |
./spec/features/attempts/company_reviews_attempts_spec.rb[1:3]  | pending | 0.0516 seconds  |
./spec/features/attempts/company_reviews_attempts_spec.rb[1:4]  | pending | 0.053 seconds   |
./spec/features/challenges/user_attempts_challenge_spec.rb[1:1] | pending | 0.05756 seconds |
./spec/features/challenges/user_attempts_challenge_spec.rb[1:2] | pending | 0.06179 seconds |
./spec/features/challenges/user_attempts_challenge_spec.rb[1:3] | pending | 0.05638 seconds |
./spec/features/challenges/user_creates_challenge_spec.rb[1:1]  | pending | 0.04616 seconds |
./spec/features/challenges/user_creates_challenge_spec.rb[1:2]  | pending | 0.04566 seconds |
./spec/features/challenges/user_creates_challenge_spec.rb[1:3]  | pending | 0.04494 seconds |
./spec/features/challenges/user_views_challenges_spec.rb[1:1]   | pending | 0.04468 seconds |
./spec/features/challenges/user_views_challenges_spec.rb[1:2]   | pending | 0.04361 seconds |
./spec/features/challenges/user_views_challenges_spec.rb[1:3]   | pending | 0.04441 seconds |
./spec/features/orders/company_manages_orders_spec.rb[1:1]      | pending | 0.05111 seconds |
./spec/features/orders/company_manages_orders_spec.rb[1:2]      | pending | 0.05115 seconds |
./spec/features/orders/company_manages_orders_spec.rb[1:3]      | pending | 0.06002 seconds |
./spec/features/orders/company_manages_orders_spec.rb[1:4]      | pending | 0.05352 seconds |
./spec/features/orders/company_manages_orders_spec.rb[1:5]      | pending | 0.05002 seconds |
./spec/features/rewards/user_purchases_reward_spec.rb[1:1]      | pending | 0.04667 seconds |
./spec/features/rewards/user_purchases_reward_spec.rb[1:2]      | pending | 0.04492 seconds |
./spec/features/rewards/user_purchases_reward_spec.rb[1:3]      | pending | 0.04834 seconds |
./spec/features/rewards/user_purchases_reward_spec.rb[1:4]      | pending | 0.0526 seconds  |
./spec/features/rewards/user_views_rewards_spec.rb[1:1]         | pending | 0.04732 seconds |
./spec/features/rewards/user_views_rewards_spec.rb[1:2]         | pending | 0.04831 seconds |
./spec/features/rewards/user_views_rewards_spec.rb[1:3]         | pending | 0.04864 seconds |
./spec/features/user_logs_in_spec.rb[1:1]                       | pending | 0.04529 seconds |
./spec/features/user_logs_in_spec.rb[1:2]                       | pending | 0.04422 seconds |
./spec/features/user_logs_in_spec.rb[1:3]                       | pending | 0.04875 seconds |
./spec/features/user_logs_in_spec.rb[1:4]                       | pending | 0.04423 seconds |
./spec/features/user_logs_in_spec.rb[1:5]                       | pending | 0.04411 seconds |
./spec/features/user_logs_out_spec.rb[1:1]                      | pending | 0.04919 seconds |
./spec/features/user_logs_out_spec.rb[1:2]                      | pending | 0.04894 seconds |
./spec/lib/geo_distance_spec.rb[1:1:1]                          | passed  | 0.00016 seconds |
./spec/lib/geo_distance_spec.rb[1:1:2]                          | passed  | 0.00018 seconds |
./spec/lib/geo_distance_spec.rb[1:1:3]                          | passed  | 0.00069 seconds |
./spec/lib/geo_distance_spec.rb[1:2:1]                          | passed  | 0.00035 seconds |
./spec/lib/geo_distance_spec.rb[1:2:2]                          | passed  | 0.0002 seconds  |
./spec/lib/geo_distance_spec.rb[1:2:3]                          | passed  | 0.00017 seconds |
./spec/lib/geo_distance_spec.rb[1:2:4]                          | passed  | 0.00019 seconds |
./spec/lib/geo_distance_spec.rb[1:3:1]                          | passed  | 0.00016 seconds |
./spec/lib/geo_distance_spec.rb[1:3:2]                          | passed  | 0.00018 seconds |
./spec/models/challenge_attempt_spec.rb[1:1:1]                  | passed  | 0.00065 seconds |
./spec/models/challenge_attempt_spec.rb[1:1:2]                  | passed  | 0.00056 seconds |
./spec/models/challenge_attempt_spec.rb[1:1:3]                  | passed  | 0.00053 seconds |
./spec/models/challenge_attempt_spec.rb[1:1:4]                  | passed  | 0.00048 seconds |
./spec/models/challenge_attempt_spec.rb[1:1:5]                  | passed  | 0.00338 seconds |
./spec/models/challenge_attempt_spec.rb[1:1:6]                  | passed  | 0.00039 seconds |
./spec/models/challenge_attempt_spec.rb[1:2:1]                  | passed  | 0.00108 seconds |
./spec/models/challenge_attempt_spec.rb[1:2:2]                  | passed  | 0.00084 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:1:1]                | passed  | 0.02252 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:1:2]                | passed  | 0.02509 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:2:1]                | passed  | 0.02399 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:3:1]                | passed  | 0.02434 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:4:1]                | passed  | 0.02529 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:5:1]                | passed  | 0.02464 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:5:2]                | passed  | 0.02508 seconds |
./spec/models/challenge_attempt_spec.rb[1:3:5:3]                | passed  | 0.02025 seconds |
./spec/models/challenge_attempt_spec.rb[1:4:1]                  | passed  | 0.02198 seconds |
./spec/models/challenge_attempt_spec.rb[1:4:2]                  | passed  | 0.02202 seconds |
./spec/models/challenge_attempt_spec.rb[1:4:3]                  | passed  | 0.02425 seconds |
./spec/models/challenge_attempt_spec.rb[1:5:1]                  | passed  | 0.02399 seconds |
./spec/models/challenge_attempt_spec.rb[1:5:2]                  | passed  | 0.02171 seconds |
./spec/models/challenge_attempt_spec.rb[1:5:3]                  | passed  | 0.02564 seconds |
./spec/models/challenge_attempt_spec.rb[1:6:1]                  | passed  | 0.02233 seconds |
./spec/models/challenge_attempt_spec.rb[1:6:2]                  | passed  | 0.02527 seconds |
./spec/models/challenge_attempt_spec.rb[1:7:1:1]                | passed  | 0.02287 seconds |
./spec/models/challenge_attempt_spec.rb[1:7:2:1]                | passed  | 0.02666 seconds |
./spec/models/challenge_attempt_spec.rb[1:7:3:1]                | passed  | 0.02575 seconds |
./spec/models/challenge_spec.rb[1:1:1]                          | passed  | 0.0007 seconds  |
./spec/models/challenge_spec.rb[1:1:2]                          | passed  | 0.00045 seconds |
./spec/models/challenge_spec.rb[1:1:3]                          | passed  | 0.00048 seconds |
./spec/models/challenge_spec.rb[1:1:4]                          | passed  | 0.00049 seconds |
./spec/models/challenge_spec.rb[1:1:5]                          | passed  | 0.00096 seconds |
./spec/models/challenge_spec.rb[1:1:6]                          | passed  | 0.00035 seconds |
./spec/models/challenge_spec.rb[1:1:7]                          | passed  | 0.00043 seconds |
./spec/models/challenge_spec.rb[1:2:1]                          | passed  | 0.00128 seconds |
./spec/models/challenge_spec.rb[1:2:2]                          | passed  | 0.00123 seconds |
./spec/models/challenge_spec.rb[1:3:1:1]                        | passed  | 0.02815 seconds |
./spec/models/challenge_spec.rb[1:3:2:1]                        | passed  | 0.02215 seconds |
./spec/models/challenge_spec.rb[1:4:1]                          | passed  | 0.01305 seconds |
./spec/models/challenge_spec.rb[1:4:2]                          | passed  | 0.0176 seconds  |
./spec/models/challenge_spec.rb[1:5:1]                          | passed  | 0.01285 seconds |
./spec/models/challenge_spec.rb[1:6:1:1]                        | passed  | 0.01426 seconds |
./spec/models/challenge_spec.rb[1:6:2:1]                        | passed  | 0.01294 seconds |
./spec/models/challenge_spec.rb[1:7:1]                          | passed  | 0.01413 seconds |
./spec/models/challenge_spec.rb[1:7:2]                          | passed  | 0.01478 seconds |
./spec/models/challenge_spec.rb[1:8:1]                          | passed  | 0.01413 seconds |
./spec/models/challenge_spec.rb[1:8:2]                          | passed  | 0.01461 seconds |
./spec/models/challenge_spec.rb[1:9:1]                          | passed  | 0.01406 seconds |
./spec/models/location_geofence_spec.rb[1:1:1]                  | passed  | 0.00039 seconds |
./spec/models/location_geofence_spec.rb[1:1:2]                  | passed  | 0.0003 seconds  |
./spec/models/location_geofence_spec.rb[1:1:3]                  | passed  | 0.00027 seconds |
./spec/models/location_geofence_spec.rb[1:1:4]                  | passed  | 0.00027 seconds |
./spec/models/location_geofence_spec.rb[1:1:5]                  | passed  | 0.00029 seconds |
./spec/models/location_geofence_spec.rb[1:2:1]                  | passed  | 0.00042 seconds |
./spec/models/location_geofence_spec.rb[1:2:2]                  | passed  | 0.00039 seconds |
./spec/models/location_geofence_spec.rb[1:3:1]                  | passed  | 0.00051 seconds |
./spec/models/location_geofence_spec.rb[1:3:2]                  | passed  | 0.00028 seconds |
./spec/models/location_geofence_spec.rb[1:3:3]                  | passed  | 0.00034 seconds |
./spec/models/location_geofence_spec.rb[1:3:4]                  | passed  | 0.00362 seconds |
./spec/models/location_geofence_spec.rb[1:4:1]                  | passed  | 0.00214 seconds |
./spec/models/order_spec.rb[1:1:1]                              | passed  | 0.01254 seconds |
./spec/models/order_spec.rb[1:1:2]                              | passed  | 0.01481 seconds |
./spec/models/order_spec.rb[1:2:1]                              | passed  | 0.00693 seconds |
./spec/models/order_spec.rb[1:2:2]                              | passed  | 0.00699 seconds |
./spec/models/order_spec.rb[1:2:3]                              | passed  | 0.00708 seconds |
./spec/models/order_spec.rb[1:3:1:1]                            | passed  | 0.01974 seconds |
./spec/models/order_spec.rb[1:3:1:2]                            | passed  | 0.01892 seconds |
./spec/models/order_spec.rb[1:3:1:3]                            | passed  | 0.01919 seconds |
./spec/models/order_spec.rb[1:3:2:1]                            | passed  | 0.01912 seconds |
./spec/models/order_spec.rb[1:3:2:2]                            | passed  | 0.02286 seconds |
./spec/models/order_spec.rb[1:3:2:3]                            | passed  | 0.01849 seconds |
./spec/models/order_spec.rb[1:3:3:1]                            | passed  | 0.0193 seconds  |
./spec/models/order_spec.rb[1:4:1]                              | passed  | 0.02077 seconds |
./spec/models/order_spec.rb[1:4:2]                              | passed  | 0.01892 seconds |
./spec/models/points_history_spec.rb[1:1:1]                     | passed  | 0.00059 seconds |
./spec/models/points_history_spec.rb[1:1:2]                     | passed  | 0.00037 seconds |
./spec/models/points_history_spec.rb[1:2:1]                     | passed  | 0.00108 seconds |
./spec/models/points_history_spec.rb[1:2:2]                     | passed  | 0.00158 seconds |
./spec/models/points_history_spec.rb[1:2:3]                     | passed  | 0.00128 seconds |
./spec/models/points_history_spec.rb[1:2:4]                     | passed  | 0.00059 seconds |
./spec/models/points_history_spec.rb[1:3:1]                     | passed  | 0.00019 seconds |
./spec/models/points_history_spec.rb[1:3:2]                     | passed  | 0.00017 seconds |
./spec/models/points_history_spec.rb[1:4:1:1]                   | passed  | 0.02069 seconds |
./spec/models/points_history_spec.rb[1:4:2:1]                   | passed  | 0.02313 seconds |
./spec/models/reward_spec.rb[1:1:1]                             | passed  | 0.00703 seconds |
./spec/models/reward_spec.rb[1:1:2]                             | passed  | 0.00724 seconds |
./spec/models/reward_spec.rb[1:1:3]                             | passed  | 0.00938 seconds |
./spec/models/reward_spec.rb[1:1:4]                             | passed  | 0.00756 seconds |
./spec/models/reward_spec.rb[1:2:1]                             | passed  | 0.00088 seconds |
./spec/models/reward_spec.rb[1:2:2]                             | passed  | 0.00052 seconds |
./spec/models/reward_spec.rb[1:3:1:1]                           | passed  | 0.03156 seconds |
./spec/models/reward_spec.rb[1:3:2:1]                           | passed  | 0.01206 seconds |
./spec/models/reward_spec.rb[1:3:3:1]                           | passed  | 0.01191 seconds |
./spec/models/reward_spec.rb[1:4:1]                             | passed  | 0.00709 seconds |
./spec/models/reward_spec.rb[1:4:2]                             | passed  | 0.01137 seconds |
./spec/models/reward_spec.rb[1:4:3]                             | passed  | 0.00699 seconds |
./spec/models/reward_spec.rb[1:5:1]                             | passed  | 0.00328 seconds |
./spec/models/reward_spec.rb[1:5:2]                             | passed  | 0.00334 seconds |
./spec/models/reward_spec.rb[1:5:3]                             | passed  | 0.00389 seconds |
./spec/models/reward_spec.rb[1:6:1]                             | passed  | 0.00998 seconds |
./spec/models/reward_spec.rb[1:6:2]                             | passed  | 0.00956 seconds |
./spec/models/reward_spec.rb[1:6:3]                             | passed  | 0.00981 seconds |
./spec/models/user_spec.rb[1:1:1]                               | passed  | 0.00138 seconds |
./spec/models/user_spec.rb[1:1:2]                               | passed  | 0.00034 seconds |
./spec/models/user_spec.rb[1:1:3]                               | passed  | 0.0003 seconds  |
./spec/models/user_spec.rb[1:1:4]                               | passed  | 0.00052 seconds |
./spec/models/user_spec.rb[1:1:5]                               | passed  | 0.00026 seconds |
./spec/models/user_spec.rb[1:2:1]                               | passed  | 0.0031 seconds  |
./spec/models/user_spec.rb[1:2:2]                               | passed  | 0.00157 seconds |
./spec/models/user_spec.rb[1:2:3]                               | passed  | 0.00264 seconds |
./spec/models/user_spec.rb[1:2:4]                               | passed  | 0.00179 seconds |
./spec/models/user_spec.rb[1:2:5]                               | passed  | 0.0025 seconds  |
./spec/models/user_spec.rb[1:3:1:1]                             | passed  | 0.00415 seconds |
./spec/models/user_spec.rb[1:3:1:2]                             | passed  | 0.00621 seconds |
./spec/models/user_spec.rb[1:3:1:3]                             | passed  | 0.00588 seconds |
./spec/models/user_spec.rb[1:3:2:1]                             | passed  | 0.00626 seconds |
./spec/models/user_spec.rb[1:3:2:2]                             | passed  | 0.00571 seconds |
./spec/models/user_spec.rb[1:3:3:1]                             | passed  | 0.00581 seconds |
./spec/models/user_spec.rb[1:3:3:2]                             | passed  | 0.00611 seconds |
./spec/models/user_spec.rb[1:4:1]                               | passed  | 0.00536 seconds |
./spec/models/user_spec.rb[1:4:2]                               | passed  | 0.00571 seconds |
./spec/models/user_spec.rb[1:4:3]                               | passed  | 0.00673 seconds |
./spec/models/user_spec.rb[1:5:1]                               | passed  | 0.00598 seconds |
./spec/models/user_spec.rb[1:5:2]                               | passed  | 0.00648 seconds |
./spec/models/user_spec.rb[1:5:3]                               | passed  | 0.00626 seconds |
./spec/models/user_spec.rb[1:6:1]                               | passed  | 0.02086 seconds |
./spec/models/user_spec.rb[1:6:2]                               | passed  | 0.02151 seconds |
./spec/models/user_spec.rb[1:6:3]                               | passed  | 0.02237 seconds |
./spec/models/user_spec.rb[1:7:1]                               | passed  | 0.00145 seconds |
./spec/models/user_spec.rb[1:8:1]                               | passed  | 0.00323 seconds |
./spec/models/user_spec.rb[1:8:2]                               | passed  | 0.00345 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:1:1]                 | passed  | 0.04196 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:1:2]                 | passed  | 0.04297 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:1:3]                 | passed  | 0.04118 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:1:4]                 | passed  | 0.04812 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:2:1]                 | passed  | 0.03718 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:3:1]                 | passed  | 0.03666 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:4:1]                 | passed  | 0.03743 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:4:2]                 | passed  | 0.04134 seconds |
./spec/requests/admin/attempts_spec.rb[1:1:5:1]                 | passed  | 0.04597 seconds |
./spec/requests/admin/attempts_spec.rb[1:2:1:1]                 | passed  | 0.03842 seconds |
./spec/requests/admin/attempts_spec.rb[1:2:1:2]                 | passed  | 0.03915 seconds |
./spec/requests/admin/attempts_spec.rb[1:3:1:1]                 | passed  | 0.02628 seconds |
./spec/requests/admin/attempts_spec.rb[1:3:2:1]                 | passed  | 0.01112 seconds |
./spec/requests/admin/orders_spec.rb[1:1:1:1]                   | passed  | 0.02687 seconds |
./spec/requests/admin/orders_spec.rb[1:1:1:2]                   | passed  | 0.06935 seconds |
./spec/requests/admin/orders_spec.rb[1:2:1]                     | passed  | 0.03023 seconds |
./spec/requests/admin/orders_spec.rb[1:2:2]                     | passed  | 0.02663 seconds |
./spec/requests/admin/orders_spec.rb[1:3:1]                     | passed  | 0.14924 seconds |
./spec/requests/admin/orders_spec.rb[1:4:1]                     | passed  | 0.02602 seconds |
./spec/requests/admin/orders_spec.rb[1:5:1]                     | passed  | 0.02678 seconds |
./spec/requests/admin/rewards_spec.rb[1:1:1:1]                  | passed  | 0.01439 seconds |
./spec/requests/admin/rewards_spec.rb[1:1:1:2]                  | passed  | 0.02661 seconds |
./spec/requests/admin/rewards_spec.rb[1:1:2:1]                  | passed  | 0.01561 seconds |
./spec/requests/admin/rewards_spec.rb[1:2:1]                    | passed  | 0.01575 seconds |
./spec/requests/admin/rewards_spec.rb[1:2:2]                    | passed  | 0.01285 seconds |
./spec/requests/admin/rewards_spec.rb[1:2:3]                    | passed  | 0.01118 seconds |
./spec/requests/admin/rewards_spec.rb[1:3:1]                    | passed  | 0.01274 seconds |
./spec/requests/admin/rewards_spec.rb[1:3:2:1]                  | passed  | 0.01498 seconds |
./spec/requests/admin/rewards_spec.rb[1:4:1]                    | passed  | 0.01268 seconds |
./spec/requests/attempts_spec.rb[1:1:1:1]                       | passed  | 0.04357 seconds |
./spec/requests/attempts_spec.rb[1:1:1:2]                       | passed  | 0.06882 seconds |
./spec/requests/attempts_spec.rb[1:2:1:1]                       | passed  | 0.03265 seconds |
./spec/requests/attempts_spec.rb[1:2:1:2]                       | passed  | 0.04618 seconds |
./spec/requests/attempts_spec.rb[1:2:2:1]                       | passed  | 0.04189 seconds |
./spec/requests/attempts_spec.rb[1:2:3:1]                       | passed  | 0.03506 seconds |
./spec/requests/attempts_spec.rb[1:3:1:1]                       | passed  | 0.03715 seconds |
./spec/requests/attempts_spec.rb[1:3:1:2]                       | passed  | 0.04051 seconds |
./spec/requests/attempts_spec.rb[1:3:1:3]                       | passed  | 0.03749 seconds |
./spec/requests/attempts_spec.rb[1:3:1:4]                       | passed  | 0.04019 seconds |
./spec/requests/attempts_spec.rb[1:3:2:1]                       | passed  | 0.03446 seconds |
./spec/requests/attempts_spec.rb[1:3:3:1]                       | passed  | 0.04377 seconds |
./spec/requests/attempts_spec.rb[1:4:1]                         | passed  | 0.03483 seconds |
